timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2019/06/18 17:04:48.471, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 13 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:04:49.471, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 16 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:04:50.472, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 24 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:04:51.473, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 2 %, 1 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:04:52.473, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 38 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:04:53.474, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 55 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:04:54.475, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 38 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:04:55.475, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:04:56.476, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 46 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:04:57.477, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 40 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:04:58.477, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:04:59.478, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 56 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:00.479, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 12 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:01.479, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:02.480, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:03.481, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 6 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:04.481, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 39 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:05.482, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 17 %, 5 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:06.482, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 20 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:07.483, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 4 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:08.485, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 51 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:09.485, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 42 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:10.486, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:11.487, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 46 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:12.487, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:13.488, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 25 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:14.489, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 42 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:15.490, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 56 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:16.490, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 30 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:17.491, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:18.491, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 30 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:19.492, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 1 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:20.493, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 49 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:21.493, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 40 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:22.494, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 44 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:23.495, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:24.495, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 31 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:25.496, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 41 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:26.497, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:27.497, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 50 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:28.498, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 47 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:29.499, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 23 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:30.499, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 39 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:31.500, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 2 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:32.501, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 27 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:33.501, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 45 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:34.502, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 32 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:35.503, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 37 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:36.503, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 39 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:37.504, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 25 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:38.505, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 56 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:39.505, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 32 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:40.506, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:41.506, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:42.508, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 20 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:43.508, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:44.509, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 7 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:45.510, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 35 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:46.511, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:47.511, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 19 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:48.512, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 20 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:49.513, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 56 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:50.513, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 49 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:51.514, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 1 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:52.515, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 56 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:53.515, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 13 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:54.516, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:55.516, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:56.517, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 54 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:57.518, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:58.518, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 41 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:05:59.519, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 51 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:00.520, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 34 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:01.521, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:02.521, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:03.525, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 56 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:04.525, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:05.526, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 5 %, 1 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:06.527, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 39 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:07.527, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 36 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:08.528, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:09.529, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:10.530, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:11.530, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 46 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:12.531, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 22 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:13.532, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 2 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:14.532, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:15.533, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:16.534, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:17.534, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:18.535, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 43 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:19.536, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 60 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:20.537, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 16 %, 5 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:21.537, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 54 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:22.538, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 26 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:23.539, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 60 %, 23 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:24.539, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 52 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:25.540, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 6 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:26.541, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:27.541, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:28.542, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 35 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:29.543, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 20 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:30.543, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 48 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:31.544, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:32.545, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 45 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:33.546, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:34.546, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 15 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:35.547, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 38 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:36.548, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:37.548, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:38.549, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:39.550, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:40.550, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 49 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:41.551, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:42.551, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 36 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:43.552, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 6 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:44.553, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 54 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:45.553, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 17 %, 6 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:46.554, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 30 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:47.555, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 6 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:48.555, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:49.556, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 22 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:50.556, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 48 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:51.557, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:52.558, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 29 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:53.559, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:54.559, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:55.560, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 19 %, 6 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:56.561, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 35 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:57.561, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 37 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:58.562, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:06:59.563, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 20 %, 6 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:00.564, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 45 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:01.565, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 21 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:02.565, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:03.566, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 2 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:04.566, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 54 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:05.567, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 28 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:06.568, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:07.568, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 6 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:08.569, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 40 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:09.570, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 47 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:10.571, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 8 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:11.571, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:12.572, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 44 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:13.573, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 55 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:14.573, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 30 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:15.574, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:16.575, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 44 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:17.575, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 20 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:18.576, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 1 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:19.577, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 22 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:20.577, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 17 %, 5 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:21.578, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 46 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:22.579, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 8 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:23.580, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 39 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:24.581, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:25.581, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 45 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:26.582, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 36 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:27.582, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:28.583, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 40 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:29.584, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 19 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:30.584, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:31.585, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 13 %, 5 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:07:32.586, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 27 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
