timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2019/06/18 17:10:18.704, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:19.705, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 13 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:20.705, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:21.706, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:22.707, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 16 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:23.707, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 38 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:24.708, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 42 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:25.708, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 17 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:26.709, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 8 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:27.710, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 8 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:28.711, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 34 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:29.711, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 31 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:30.712, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:31.713, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:32.713, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:33.714, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 29 %, 9 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:34.715, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 38 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:35.715, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 36 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:36.716, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 36 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:37.716, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:38.717, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 25 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:39.718, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 50 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:40.718, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:41.719, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:42.720, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 40 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:43.720, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 16 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:44.721, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 16 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:45.722, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 47 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:46.722, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 46 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:47.723, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 61, 13 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:48.724, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 43 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:49.724, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:50.725, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 46 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:51.726, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 1 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:52.726, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 43 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:53.727, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 46 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:54.728, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:55.728, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 36 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:56.729, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:57.730, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 50 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:58.730, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:10:59.731, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 56 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:00.732, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 44 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:01.732, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:02.733, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 1 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:03.734, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 24 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:04.734, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 60, 25 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:05.735, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:06.736, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 56 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:07.736, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 50 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:08.737, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:09.737, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:10.738, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:11.739, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 41 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:12.739, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 6 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:13.740, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 19 %, 6 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:14.741, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:15.741, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:16.742, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 43 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:17.743, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:18.743, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 48 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:19.744, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:20.745, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 54 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:21.745, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 6 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:22.746, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:23.747, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 50 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:24.748, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 47 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:25.748, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 45 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:26.749, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:27.750, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:28.750, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:29.751, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 56 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:30.752, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 7 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:31.752, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 43 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:32.753, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 18 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:33.753, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 45 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:34.754, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 55 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:35.755, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:36.755, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:37.756, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 54 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:38.757, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 9 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:39.757, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 1 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:40.758, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:41.758, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 59, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:42.759, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:43.760, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:44.760, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:45.761, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:46.762, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 13 %, 5 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:47.763, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 43 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:48.763, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 49 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:49.764, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 19 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:50.765, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 52 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:51.766, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:52.766, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:53.767, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:54.768, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 25 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:55.769, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:56.770, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:57.771, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 47 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:58.771, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 56 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:11:59.772, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 6 %, 2 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:00.773, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 13 %, 5 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:01.773, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 36 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:02.774, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 13 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:03.774, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 26 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:04.775, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:05.776, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:06.776, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 35 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:07.777, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 2 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:08.777, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 45 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:09.778, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 43 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:10.779, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:11.780, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 41 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:12.780, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 22 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:13.781, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:14.782, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 21 %, 7 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:15.782, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 27 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:16.783, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 44 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:17.784, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 42 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:18.784, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 29 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:19.785, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:20.786, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 23 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:21.786, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:22.787, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 0 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:23.788, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:24.788, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:25.789, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 12 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:26.790, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 41 %, 15 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:27.790, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 54 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:28.791, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 3 %, 0 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:29.792, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 12 %, 4 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:30.792, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 29 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:31.793, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 55 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:32.794, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 56 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:33.794, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 45 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:34.795, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 44 %, 18 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:35.796, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 42 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:36.797, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 57, 27 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:37.797, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 59 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:38.798, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 30 %, 10 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:39.799, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 51 %, 19 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:40.799, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 57, 28 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:41.800, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 11 %, 3 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:42.801, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:43.801, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 55 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:44.802, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 32 %, 13 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:45.803, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 51 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:46.803, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 38 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:47.804, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:48.805, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 31 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:49.806, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 45 %, 16 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:50.806, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 30 %, 12 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:51.807, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 24 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:52.808, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:53.808, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 44 %, 14 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:54.809, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 60 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:55.810, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 58 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:56.810, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 57, 56 %, 21 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:57.811, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 57 %, 22 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:58.812, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 44 %, 17 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:12:59.812, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 34 %, 11 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:00.813, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 4 %, 1 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:01.813, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 58, 53 %, 20 %, 11441 MiB, 414 MiB, 11027 MiB
2019/06/18 17:13:02.814, Tesla K80, 00000000:00:1E.0, 418.67, P0, 3, 3, 57, 26 %, 8 %, 11441 MiB, 414 MiB, 11027 MiB
